word1,word2,relatedness
being,glittering,-0.737205823
being,littering,-0.811913462
glittering,suspiciously,-0.250587203
littering,suspiciously,-0.614673537
glittering,high,-0.6379605
high,littering,-0.686208141
end,glittering,-0.708886898
end,littering,-0.76231163
glittering,only,-0.682024193
littering,only,-0.791296213
fined,glittering,-0.932223603
fined,littering,0.78383159
altitude,altitude,0.0
altitude,attitude,0.0
altitude,become,-0.929679135
attitude,become,-0.442911135
altitude,pilot,1.791182413
attitude,pilot,-0.149998759
altitude,requires,-0.558837016
attitude,requires,-0.386097938
altitude,good,-0.293776516
attitude,good,0.893129765
presence,presence,0.0
presence,presents,0.0
christmas,presence,-0.049557714
christmas,presents,1.637799199
people's,presence,-0.0751085
people's,presents,-0.346341863
necks,necks,0.0
necks,next,0.0
necks,vampires,1.378436923
next,vampires,-1.00930888
looking,necks,-0.338658039
looking,next,0.134282838
necks,victim,-0.193476629
next,victim,-0.127997301
digestion,digestion,0.0
destruction,digestion,0.0
digestion,villain,-0.855225043
destruction,villain,0.988480057
call,digestion,0.093892454
call,destruction,-0.586608055
digestion,silverware,0.138388152
destruction,silverware,-1.039672234
digestion,weapons,-0.932214604
destruction,weapons,1.774042894
digestion,mass,-0.578788033
destruction,mass,0.766814076
ream,ream,0.0
cream,ream,0.0
brand,ream,-0.883793725
brand,cream,-0.345707956
name,ream,-1.040211454
cream,name,-0.855225043
highest,ream,-0.661081037
cream,highest,-0.504438568
quality,ream,-0.257446601
cream,quality,-0.12479741
copy,ream,0.412031456
copy,cream,-0.902797355
paper,ream,0.479931977
cream,paper,-0.805463266
money,ream,-0.403558994
cream,money,-0.733643118
buy,ream,-0.593921746
buy,cream,-0.540992522
crop,ream,-0.355341607
cream,crop,0.332406402
seize,seize,0.0
see,seize,0.0
get,seize,1.359117125
get,see,0.088392161
author,author,0.0
author,offer,0.0
author,made,-0.044555276
made,offer,0.330747771
author,mario,-0.445062983
mario,offer,-0.58300583
author,puzo's,-0.286843603
offer,puzo's,-0.943495525
author,books,1.509589183
books,offer,-0.209364427
author,required,-0.66068669
offer,required,-0.500990712
author,reading,1.536248836
offer,reading,-0.409127505
author,class,-0.399710837
class,offer,-0.296974995
author,refuse,-0.895111923
offer,refuse,0.703035782
source,source,0.0
sauce,source,0.0
crop,source,0.560526118
crop,sauce,-0.733116391
destroyed,source,-0.679780332
destroyed,sauce,-0.589229771
cranberry,source,-0.886871738
cranberry,sauce,1.288888135
paste,paste,0.0
paste,pays,0.0
paste,use,-0.126965987
pays,use,-0.227360321
glue,paste,0.470554486
glue,pays,-0.362910996
class,paste,-0.227585055
class,pays,-0.619277644
careful,paste,-0.800039275
careful,pays,-0.370146896
espresso,espresso,0.0
espresso,express,0.0
espresso,why,-0.756463027
express,why,-0.56068931
espresso,italians,0.971203413
express,italians,-0.560644721
espresso,good,0.360923675
express,good,-0.604759049
espresso,making,-0.345588794
express,making,-0.291104455
coffee,espresso,1.41195608
coffee,express,0.393883288
espresso,really,-0.650929998
express,really,-0.119510849
espresso,know,-0.553771418
express,know,0.152758547
scents,scents,0.0
scents,sense,0.0
scents,women,0.233857742
sense,women,-0.057864985
scents,wear,0.268609685
sense,wear,-0.705919562
20000,scents,-0.773975142
20000,sense,-0.438374708
perfume,scents,1.363457409
perfume,sense,0.740798005
obviously,scents,-0.806755632
obviously,sense,0.328876648
known,scents,-0.530077167
known,sense,1.382406289
common,scents,-0.46239573
common,sense,0.94058882
lion,owner,-0.571221341
line,owner,0.590250272
lion,takes,-0.731474167
line,takes,2.140015578
lion,share,-0.293792505
line,share,0.499132115
lion,profits,-0.791296213
line,profits,0.052052354
company,lion,-0.477835514
company,line,1.615834465
examines,tooth,0.166825383
examines,truth,1.329249999
time,tooth,-0.827011327
time,truth,-0.388304926
cilia,hairlike,0.870742393
hairlike,sillier,0.666319598
cilia,projections,0.510829971
projections,sillier,-0.594481077
cilia,surface,-0.600363913
sillier,surface,-0.690380914
cells,cilia,0.158261651
cells,sillier,-0.270003413
heir,prince,0.398963786
hair,prince,0.604104081
heir,william,-0.017099358
hair,william,-0.650275049
british,heir,0.577595328
british,hair,-0.331357205
heir,throne,1.660920335
hair,throne,0.15253961
clothing,food,-0.182113649
closing,food,-0.350864355
basic,clothing,-0.094297654
basic,closing,-0.402797522
clothing,necessities,0.567197155
closing,necessities,-0.613538942
ambiance,hotel,0.249315132
ambulance,hotel,-0.197758866
ambiance,warmth,0.826695478
ambulance,warmth,-0.22732948
ambiance,charm,1.886758201
ambulance,charm,-0.709936475
perches,pigeons,1.02822175
pigeons,purchase,-0.520899483
perches,use,-0.38484364
purchase,use,-0.513068551
perches,sunny,0.25021405
purchase,sunny,-0.46684043
perches,sides,-0.09162949
purchase,sides,-0.566406858
perches,roofs,0.566138544
purchase,roofs,-0.613538942
mayor,reword,-0.573199986
mayor,reward,0.356943151
reword,speech,0.584501443
reward,speech,-0.283677554
advisors,reword,-0.429064775
advisors,reward,0.106717557
reword,told,0.056539183
reward,told,0.572020505
exam,math,1.639103598
exam,mass,-0.272153209
math,school,1.023339121
mass,school,-0.480627483
hearts,stealer,-0.14781316
hearts,steeler,0.038120318
chair,wicker,1.260660602
chair,wicked,-0.198142563
made,wicker,-0.131772553
made,wicked,-0.314213502
good,spatial,-0.678910642
good,special,1.286348687
skills,spatial,0.120220326
skills,special,1.640560498
knows,spatial,-0.492701478
knows,special,-0.156660139
build,spatial,0.295884738
build,special,-0.416892218
house,spatial,0.368401744
house,special,0.208673672
plans,spatial,0.26106787
plans,special,-0.445998466
paper,spatial,-0.801287285
paper,special,-0.237063241
dancers,whirled,0.703518292
dancers,world,-0.501971202
stage,whirled,0.217770156
stage,world,0.392031489
caesars,owner,-0.316262417
owner,scissors,-0.51539508
behaves,caesars,-0.658463959
behaves,scissors,-0.125586623
caesars,like,-0.65762522
like,scissors,-0.234096966
caesars,employees,-0.358285341
employees,scissors,0.708169641
launch,space,1.238600321
lunch,space,-0.512879257
launch,took,-0.28830687
lunch,took,-0.50127434
launch,place,-0.377863696
lunch,place,0.37625113
launch,morning,-0.536185487
lunch,morning,-0.278019625
apple,bloom,0.481062549
apple,blue,-0.294832558
bloom,tree,1.512972857
blue,tree,-0.115634231
bloom,week,-0.029711948
blue,week,-0.544280841
flea,fleas,1.665634019
fleas,free,-0.750093092
fillings,replaced,0.570798739
feelings,replaced,0.106002305
fillings,lost,-0.687580615
feelings,lost,0.70021844
dog's,salivation,0.111527616
dog's,salvation,-0.528703386
carpet,salivation,-0.944135686
carpet,salvation,-0.501635297
mouth,orifice,1.808173017
mouth,office,-0.651667224
braille,reads,1.246090659
bail,reads,-0.613538942
braille,fingertips,1.332785624
bail,fingertips,-0.750244648
decided,sperm,-0.855225043
decided,spur,0.071915195
donate,sperm,0.836964216
donate,spur,-0.025278163
city's,grime,-0.224850358
city's,crime,1.082500409
buildings,grime,-0.241545749
buildings,crime,0.451493259
covered,grime,0.156622438
covered,crime,-0.513757338
end,epoch,0.244053589
end,pock,-0.473904065
epoch,nuclear,-0.195878405
nuclear,pock,-0.690380914
arms,epoch,-0.50640718
arms,pock,-0.298632549
epoch,race,-0.530320607
pock,race,0.327046687
began,epoch,-0.05736573
began,pock,-0.367630859
epoch,new,0.317292379
new,pock,-0.352129364
epoch,peace,-0.236416976
peace,pock,0.38015552
cooperation,epoch,-0.845235875
cooperation,pock,-0.612533504
bonus,company,1.75208125
bones,company,-0.519679999
bonus,pays,1.279764163
bones,pays,-0.690380914
bonus,end,-0.413120998
bones,end,0.01834433
bonus,year,0.358923073
bones,year,-0.681714376
favorite,hobbit,-0.544539635
favorite,habit,0.934098334
creatures,hobbit,1.163299659
creatures,habit,0.917310709
screaming,started,-0.610931163
screening,started,-0.14056131
man,screaming,-0.374523875
man,screening,-0.19217154
pulled,screaming,-0.220343268
pulled,screening,-0.627592617
out,screaming,-0.519620103
out,screening,-0.313319244
knife,screaming,0.034827868
knife,screening,-0.486327194
ohms,used,-0.684079055
Holmes,used,-0.378515033
measure,ohms,0.540310852
Holmes,measure,-0.612533504
electrical,ohms,0.80684939
Holmes,electrical,-0.001933297
ohms,resistance,1.001397036
Holmes,resistance,-0.099095031
german,kant,-0.277682647
can't,german,-0.646410038
kant,philosopher,0.978543546
can't,philosopher,-0.571464113
tamper,used,0.116950822
temper,used,-0.139670716
press,tamper,0.063267887
press,temper,-0.71128588
coffee,tamper,-0.889900822
coffee,temper,-0.612533504
latte,like,-0.795034894
late,like,-0.278767789
latte,morning,0.476275351
late,morning,0.681240549
latte,wake,-0.229040106
late,wake,0.622578142
latte,up,-0.229321224
late,up,0.024435691
libel,tabloid,0.429058776
liable,tabloid,0.095544243
libel,newspaper,0.456105477
liable,newspaper,0.750701783
libel,movie,-0.542814943
liable,movie,-0.27377728
libel,star,-0.768492084
liable,star,-0.494395561
go,tryst,-0.898132463
go,twist,-0.262617908
away,tryst,-0.025564184
away,twist,0.385784773
country,tryst,-0.165674745
country,twist,-0.070830033
tryst,weekend,-0.127981648
twist,weekend,-0.691073706
burns,propane,1.104002332
burns,profane,-0.020322317
gas,propane,1.5126071
gas,profane,-0.496182557
propane,stove,1.168493121
profane,stove,-0.690380914
leafing,saw,-0.712532729
leaving,saw,-0.077518976
leafing,pages,0.39021816
leaving,pages,0.331295802
leafing,old,-0.49577673
leaving,old,0.006825773
book,leafing,0.32981752
book,leaving,-0.475260723
people,yams,-0.951877244
Lambs,people,-0.122050497
eat,yams,1.35087508
Lambs,eat,-0.567388288
turkey,yams,1.082942491
Lambs,turkey,-0.246885477
tolkien,wrote,0.481923522
talking,wrote,1.094981625
coal,magnate,-0.402449802
coal,magnet,-0.576033542
iron,magnate,0.162262394
iron,magnet,1.616275387
australia,magnate,-0.686321458
australia,magnet,0.093621331
large,raven,-0.468648589
large,raving,-0.265270062
black,raven,1.567140312
black,raving,0.921090629
bird,raven,1.491272841
bird,raving,-0.257343918
alkaline,tried,-0.947170316
alcohol,tried,0.363600633
alkaline,out,-0.647170371
alcohol,out,-0.413577822
alkaline,diet,-0.121673063
alcohol,diet,-0.214011799
alkaline,maintain,-0.791409523
alcohol,maintain,0.302761876
alkaline,body's,-0.523803515
alcohol,body's,-0.796668299
alkaline,ideal,-0.18242977
alcohol,ideal,0.708128492
alkaline,ph,0.898290847
alcohol,ph,-0.242986586
alkaline,balance,-0.301650519
alcohol,balance,-0.217403282
beard,shave,1.805834566
beard,slave,-0.401604384
growing,shave,0.492980687
growing,slave,-0.165711126
long,shave,-0.45407888
long,slave,-0.130382294
need,shave,-0.573669302
need,slave,0.02248283
aiken,rose,-0.777525303
aching,rose,-0.364415769
aiken,fame,0.019961864
aching,fame,0.824739657
aiken,won,-0.72466085
aching,won,0.003370139
aiken,american,-0.200093116
aching,american,-0.431451521
aiken,idol,1.832087736
aching,idol,-0.321293937
artificial,irrigation,-0.170059923
artificial,irritation,0.026827141
application,irrigation,-0.604822734
application,irritation,-0.674607524
irrigation,water,1.584067474
irritation,water,-0.430288289
irrigation,land,1.055636282
irritation,land,-0.350674018
irrigation,soil,0.762328577
irritation,soil,0.238527633
auntie,betty,-0.399978025
ante,betty,-0.576156657
auntie,mother's,0.949529095
ante,mother's,-0.608214201
auntie,sister,1.283035329
ante,sister,-0.002926078
favorite,fuchsia,-0.550594986
favorite,future,-0.278574592
flower,fuchsia,0.567243596
flower,future,0.032387965
farmers,till,1.409677829
farmers,tell,-0.40063171
soil,till,0.990634418
soil,tell,-0.612008511
springtime,till,-0.134889206
springtime,tell,-0.613538942
house,located,0.422314517
how's,located,-0.156888634
corner,house,0.117721156
corner,how's,-0.681714376
eire,former,-0.63532711
fire,former,-0.310945004
eire,name,-0.3303745
fire,name,-0.65397504
eire,republic,-0.313689975
fire,republic,-0.153653534
alp,very,-0.728015681
help,very,-0.650383036
alp,high,0.678602179
help,high,-0.087557008
alp,mountain,1.436632347
help,mountain,-0.086207403
garden,small,0.590508459
guarding,small,-0.681714376
flower,garden,1.39184861
flower,guarding,-0.7695979
garden,house,0.547336353
guarding,house,0.384515963
bean,like,-0.826129399
been,like,-0.522595532
bean,eat,0.932003108
been,eat,-0.356586326
bean,lima,1.754390007
been,lima,-0.074299171
bean,black,0.657123907
been,black,-0.646561594
odor,old,-0.167753425
old,order,-0.456710691
fish,odor,0.810581643
fish,order,0.033950395
filled,odor,-0.318160949
filled,order,-0.149324838
air,odor,1.407653751
air,order,-0.530520006
desk,watt,-1.020195935
desk,lot,-0.460436798
lamp,watt,1.245054572
lamp,lot,-0.009864837
uses,watt,-0.369936721
lot,uses,0.073232203
60-watt,watt,1.711404572
60-watt,lot,-0.617598116
light,watt,1.81968929
light,lot,-0.470497428
bulb,watt,1.260571326
bulb,lot,-0.388497016
pest,rats,1.265903212
best,rats,1.546366994
mice,pest,1.503664237
best,mice,-0.472750589
flies,pest,1.279505268
best,flies,-0.452526194
pest,regarded,-0.649403424
best,regarded,1.155907971
pest,pests,1.665634019
best,pests,-0.507963891
crank,morning,-0.3763379
crack,morning,-0.534714026
leg,runners,1.123764341
lag,runners,0.227586259
leg,need,-0.625262682
lag,need,-0.36376748
leg,strong,0.189851663
lag,strong,-0.524450561
decade,pretty,-0.768492084
decay,pretty,-0.592206059
decade,long,0.853053477
decay,long,0.358679188
decade,time,1.405860457
decay,time,1.455128101
dramatic,written,0.549493837
traumatic,written,0.271840317
dramatic,works,1.440691293
traumatic,works,-0.542854477
dramatic,stage,0.30772287
stage,traumatic,-0.203194746
grammatic,sentence,1.190501976
sentence,traumatic,-0.44845217
grammatic,unusual,0.806955409
traumatic,unusual,-0.162721119
grammatic,structure,0.857512537
structure,traumatic,-0.385801556
beautiful,hosta,-0.44031101
beautiful,hostile,-0.292314521
hosta,plant,0.331254396
hostile,plant,-0.388165526
dublin,ireland,1.961668987
doubling,ireland,-0.7695979
prism,used,-0.748888987
prison,used,-0.211389195
prism,reflect,1.037128764
prison,reflect,0.322436931
prism,split,0.597686088
prison,split,-0.493119558
light,prism,1.161261397
light,prison,-0.343103799
fridge,put,-0.411008022
bridge,put,-0.714299692
fridge,milk,0.767235192
bridge,milk,0.065462153
fridge,meat,0.803642708
bridge,meat,-0.7695979
stole,thief,1.505970904
chief,stole,-0.545372708
luggage,thief,-0.257270569
chief,luggage,-0.316886587
airport,thief,-0.661774297
airport,chief,0.224649311
industrial,revolution,0.779098559
industrial,resolution,-0.240610069
changed,revolution,1.047769507
changed,resolution,0.49074638
people,revolution,1.181577844
people,resolution,0.558163664
revolution,worked,-0.132138721
resolution,worked,-0.681714376
lived,revolution,-0.353187535
lived,resolution,0.010562891
humans,plants,0.085842382
Pants,humans,1.160297988
animals,plants,0.673120693
Pants,animals,-0.75390942
not,plants,-0.439678866
Pants,not,0.185020415
live,plants,1.055429237
Pants,live,-0.373845175
incisor,rats,-0.525290308
insider,rats,0.096538447
incisor,tore,0.363363383
insider,tore,-0.408645564
incisor,meat,-0.007525189
insider,meat,0.595862703
incisor,strong,-0.405085093
insider,strong,-0.08726854
mimes,very,-0.947170316
minds,very,-0.483321963
mimes,skilled,0.208544935
minds,skilled,-0.571526755
imitating,mimes,1.776000221
imitating,minds,-0.559505191
mimes,people,0.56746651
minds,people,1.378662768
glittering,jewels,1.199606302
jewels,littering,-0.716335307
glittering,sun,0.849660661
littering,sun,-0.410150634
airplane,altitude,0.899280943
airplane,attitude,-0.37279691
altitude,flying,1.487572951
attitude,flying,-0.349386687
35000,altitude,1.529686948
35000,attitude,-0.31124024
altitude,feet,0.849052354
attitude,feet,1.665968295
general,presence,-0.571714282
general,presents,0.139612203
great,presence,-0.279443008
great,presents,0.682147043
necks,wore,-0.337111103
next,wore,-0.092011134
necks,scarf,1.312926424
next,scarf,-0.681714376
digestion,good,-0.20935871
destruction,good,-0.713394257
digestion,eat,1.517272809
destruction,eat,-0.428017343
office,ream,-0.054455985
cream,office,-0.612533504
ream,uses,-0.61745763
cream,uses,-0.412215123
20,ream,-0.562925409
20,cream,-0.690380914
ream,reams,1.450835875
cream,reams,-0.472322047
ream,week,-0.768492084
cream,week,-0.712912044
arm,seize,-0.12662968
arm,see,-0.187185131
run,seize,-0.036770438
run,see,-0.322451462
away,seize,0.492107756
away,see,0.233464962
author,cervantes,0.738380098
cervantes,offer,-0.383013025
author,famous,0.537406812
famous,offer,-0.09377369
author,spanish,-0.023057305
offer,spanish,-0.656226189
author,language,0.778953656
language,offer,-0.031165375
difficulties,source,-0.647976887
difficulties,sauce,-0.437535073
not,source,-0.975432737
not,sauce,-0.542642046
having,source,-0.102751353
having,sauce,-0.113120207
enough,source,-0.827928535
enough,sauce,-0.234507332
money,source,0.218371962
money,sauce,-0.612101614
paste,used,-0.792570627
pays,used,-0.405796813
paste,put,0.009696738
pays,put,-0.259425199
paste,pictures,-0.19061284
pays,pictures,-0.29236282
notebook,paste,-0.06493514
notebook,pays,-0.633571036
espresso,like,-0.407535671
express,like,0.5325356
dinner,espresso,-0.284113897
dinner,express,-0.441339594
flowers,scents,1.557261349
flowers,sense,0.4877108
relaxes,scents,-0.308432318
relaxes,sense,-0.169718389
line,line,0.0
line,notebook,0.903179076
lion,notebook,-0.7695979
line,thin,0.338331687
lion,thin,-0.419814802
blue,line,-0.157081939
blue,lion,-0.252958436
line,lines,1.969654914
lines,lion,-0.494929592
line,printed,1.605647805
lion,printed,0.522480312
line,page,0.657603473
lion,page,-0.554333158
truth,truth,0.0
speaks,truth,0.364914804
speaks,tooth,-0.105486137
sillier,sillier,0.0
drinks,sillier,0.024929427
cilia,drinks,0.687012895
sillier,wine,-0.781135248
cilia,wine,0.10220985
sillier,starts,-0.892521153
cilia,starts,-0.659313288
acting,sillier,0.313399721
acting,cilia,-0.714045514
hair,hair,0.0
found,hair,-0.7075876
found,heir,0.286509718
cat,hair,0.534271753
cat,heir,-0.404544797
food,hair,-0.809638585
food,heir,-0.56818969
closing,closing,0.0
chairman,closing,-0.283435142
chairman,clothing,-0.259989929
closing,made,-0.55214269
clothing,made,-0.571370567
closing,remarks,1.423374168
clothing,remarks,-0.304208775
closing,end,1.423612408
clothing,end,-0.481286862
closing,meeting,-0.157331673
clothing,meeting,-0.577400912
ambulance,ambulance,0.0
ambulance,came,0.329503511
ambiance,came,-0.530520006
ambulance,car,0.907579954
ambiance,car,-0.522575571
accident,ambulance,1.355553511
accident,ambiance,-0.645031662
ambulance,minutes,-0.218042695
ambiance,minutes,-0.36323405
purchase,purchase,0.0
decided,purchase,0.555182431
decided,perches,1.012073649
new,purchase,1.531019996
new,perches,-0.7695979
car,purchase,0.213313343
car,perches,-0.504665099
reward,reward,0.0
gave,reward,0.860334601
gave,reword,0.241366219
reward,working,0.767041869
reword,working,0.57540622
hard,reward,0.612942695
hard,reword,-0.420520005
reward,year,-0.449563877
reword,year,-0.690380914
mass,mass,0.0
mass,people,0.807709142
math,people,0.602584755
mass,town,1.444670786
math,town,-0.645068878
mass,square,-0.089224038
math,square,1.577643849
concert,mass,-0.023313737
concert,math,-0.699429273
steeler,steeler,0.0
covered,steeler,-0.860962584
covered,stealer,-0.485689188
steel,steeler,0.655757188
stealer,steel,-0.407499759
wicked,wicked,0.0
man,wicked,-0.155749898
man,wicker,-0.25478134
took,wicked,-0.448858807
took,wicker,-0.59968241
child,wicked,-0.122278624
child,wicker,-0.645228175
parents,wicked,-0.580441437
parents,wicker,-0.681714376
special,special,0.0
birthday,special,0.564068447
birthday,spatial,-0.7695979
party,special,0.201366098
party,spatial,-0.356100629
occasion,special,1.337659399
occasion,spatial,-0.16945941
world,world,0.0
possible,world,-0.128561153
possible,whirled,-0.612533504
fly,world,0.017802493
fly,whirled,0.014972298
airplane,world,0.184282602
airplane,whirled,1.809152197
scissors,scissors,0.0
hairdressers,scissors,1.510471023
caesars,hairdressers,-0.683678799
scissors,use,-0.044843746
caesars,use,-0.681714376
cut,scissors,1.858618329
caesars,cut,0.113397662
people's,scissors,-0.96805301
caesars,people's,0.009619878
hair,scissors,1.07581798
caesars,hair,-0.295752751
lunch,lunch,0.0
lunch,sandwich,1.641712312
launch,sandwich,-0.182571337
blue,blue,0.0
blue,yellow,1.11300449
bloom,yellow,0.560437363
blue,make,-0.64703271
bloom,make,0.324617022
blue,green,0.985022116
bloom,green,1.462651178
free,free,0.0
free,twenty,0.760804897
flea,twenty,-0.681714376
free,years,-0.813478871
flea,years,-0.7695979
free,prison,0.202715519
flea,prison,0.070739287
free,man,0.572501949
flea,man,-0.128888689
feelings,feelings,0.0
feelings,strong,0.348675052
fillings,strong,0.62937085
criticism,feelings,0.482983263
criticism,fillings,0.908927042
feelings,hurt,0.956918141
fillings,hurt,0.558578842
daughter's,feelings,0.410198642
daughter's,fillings,-0.511474867
salvation,salvation,0.0
minister,salvation,0.8035694
minister,salivation,-0.681714376
prayed,salvation,1.049995189
prayed,salivation,0.619095238
evil,salvation,-0.081232453
evil,salivation,-0.713495825
salvation,woman's,-0.536999554
salivation,woman's,-0.150385398
office,office,0.0
office,skyscraper,0.726948229
orifice,skyscraper,0.05529215
bail,bail,0.0
bail,posted,0.906327401
braille,posted,-0.496644319
5000,bail,1.267019246
5000,braille,-0.690380914
bail,brother's,-0.661081037
braille,brother's,-0.681173131
bail,release,1.373203055
braille,release,-0.287406687
bail,jail,0.280430967
braille,jail,-0.7695979
spur,spur,0.0
boss,spur,-0.595740934
boss,sperm,-0.664279177
called,spur,-0.624354943
called,sperm,0.009470889
spur,workers,-0.585301487
sperm,workers,-0.422964745
spur,together,-0.121159913
sperm,together,-0.193452455
crime,crime,0.0
crime,police,1.593313223
grime,police,-0.372549052
crime,fight,0.568351977
fight,grime,-0.577758976
crime,murder,1.363007655
grime,murder,-0.061794159
crime,theft,1.603320803
grime,theft,-0.057313734
crime,drug,1.371112841
drug,grime,-0.546767652
crime,dealing,0.434237825
dealing,grime,-0.326261968
pock,pock,0.0
pock,smallpox,1.044220866
epoch,smallpox,-0.084235251
left,pock,-0.594774856
epoch,left,-0.690380914
bones,bones,0.0
bones,give,-0.627803565
bonus,give,0.018227744
bones,shape,0.792297792
bonus,shape,-0.583869139
habit,habit,0.0
habit,smoking,1.496313241
hobbit,smoking,-0.478462194
bad,habit,1.213178836
bad,hobbit,0.515070689
screening,screening,0.0
screening,went,-0.542885724
screaming,went,-0.346660968
screening,together,-0.57231643
screaming,together,-0.001004936
Holmes,holmes,0.0
holmes,ohms,0.0
Holmes,really,-0.782199101
ohms,really,-0.354215744
Holmes,reading,0.058973573
ohms,reading,1.091778841
Holmes,books,0.810892051
books,ohms,-0.413500898
can't,can't,0.0
can't,remember,0.107445707
kant,remember,-0.502121444
can't,time,0.921001675
kant,time,0.953435453
